ID,Stagione,Giornata,Data,CASA,TRAS,GC,GT
19464724ROMVEN,1946-47,24,16/03/1947,ROMA,VENEZIA,1.0,2.0
19464724SAMATA,1946-47,24,16/03/1947,SAMPDORIA,ATALANTA,1.0,1.0
19464724TRIBOL,1946-47,24,16/03/1947,TRIESTINA,BOLOGNA,3.0,1.0
19464724VICNAP,1946-47,24,16/03/1947,VICENZA,NAPOLI,4.0,1.0
19464725ATAALE,1946-47,25,23/03/1947,ATALANTA,ALESSANDRIA,1.0,0.0
19464725BARLIV,1946-47,25,23/03/1947,BARI,LIVORNO,2.0,1.0
19464725BOLSAM,1946-47,25,23/03/1947,BOLOGNA,SAMPDORIA,2.0,0.0
19464725GENVIC,1946-47,25,23/03/1947,GENOA,VICENZA,2.0,0.0
19464725LAZINT,1946-47,25,23/03/1947,LAZIO,INTER,0.0,1.0
19464725MILBRE,1946-47,25,23/03/1947,MILAN,BRESCIA,2.0,1.0
19464725NAPJUV,1946-47,25,23/03/1947,NAPOLI,JUVENTUS,3.0,3.0
19464725TORROM,1946-47,25,23/03/1947,TORINO,ROMA,4.0,0.0
19464725TRIFIO,1946-47,25,23/03/1947,TRIESTINA,FIORENTINA,1.0,1.0
19464725VENMOD,1946-47,25,23/03/1947,VENEZIA,MODENA,2.0,1.0
19464726BARJUV,1946-47,26,30/03/1947,BARI,JUVENTUS,0.0,1.0
19464726BREROM,1946-47,26,30/03/1947,BRESCIA,ROMA,3.0,0.0
19464726FIOVEN,1946-47,26,30/03/1947,FIORENTINA,VENEZIA,1.0,1.0
19464726GENSAM,1946-47,26,30/03/1947,GENOA,SAMPDORIA,2.0,3.0
19464726LAZLIV,1946-47,26,30/03/1947,LAZIO,LIVORNO,3.0,0.0
19464726MILATA,1946-47,26,30/03/1947,MILAN,ATALANTA,0.0,0.0
19464726MODBOL,1946-47,26,30/03/1947,MODENA,BOLOGNA,1.0,0.0
19464726TORINT,1946-47,26,30/03/1947,TORINO,INTER,5.0,2.0
19464726TRINAP,1946-47,26,30/03/1947,TRIESTINA,NAPOLI,3.0,0.0
19464726VICALE,1946-47,26,30/03/1947,VICENZA,ALESSANDRIA,4.0,2.0
19464727ALEFIO,1946-47,27,06/04/1947,ALESSANDRIA,FIORENTINA,1.0,1.0
19464727ATABAR,1946-47,27,06/04/1947,ATALANTA,BARI,3.0,0.0
19464727BOLTOR,1946-47,27,06/04/1947,BOLOGNA,TORINO,1.0,1.0
19464727INTVIC,1946-47,27,06/04/1947,INTER,VICENZA,1.0,2.0
19464727JUVGEN,1946-47,27,06/04/1947,JUVENTUS,GENOA,2.0,1.0
19464727LIVBRE,1946-47,27,06/04/1947,LIVORNO,BRESCIA,2.0,2.0
19464727ROMMIL,1946-47,27,06/04/1947,ROMA,MILAN,1.0,1.0
19464727SAMLAZ,1946-47,27,06/04/1947,SAMPDORIA,LAZIO,1.0,1.0
19464727TRIMOD,1946-47,27,06/04/1947,TRIESTINA,MODENA,0.0,1.0
19464727VENNAP,1946-47,27,06/04/1947,VENEZIA,NAPOLI,0.0,1.0
19464728ATANAP,1946-47,28,13/04/1947,ATALANTA,NAPOLI,2.0,1.0
19464728BRETOR,1946-47,28,13/04/1947,BRESCIA,TORINO,0.0,1.0
19464728INTTRI,1946-47,28,13/04/1947,INTER,TRIESTINA,5.0,2.0
19464728JUVROM,1946-47,28,13/04/1947,JUVENTUS,ROMA,4.0,0.0
19464728LAZBOL,1946-47,28,13/04/1947,LAZIO,BOLOGNA,3.0,1.0
19464728LIVMIL,1946-47,28,13/04/1947,LIVORNO,MILAN,2.0,2.0
19464728MODGEN,1946-47,28,13/04/1947,MODENA,GENOA,2.0,1.0
19464728SAMALE,1946-47,28,13/04/1947,SAMPDORIA,ALESSANDRIA,1.0,1.0
19464728VENBAR,1946-47,28,13/04/1947,VENEZIA,BARI,1.0,2.0
19464728VICFIO,1946-47,28,13/04/1947,VICENZA,FIORENTINA,1.0,0.0
19464729ALEVEN,1946-47,29,20/04/1947,ALESSANDRIA,VENEZIA,1.0,1.0
19464729BARSAM,1946-47,29,20/04/1947,BARI,SAMPDORIA,2.0,1.0
19464729BOLLIV,1946-47,29,20/04/1947,BOLOGNA,LIVORNO,1.0,0.0
19464729FIOBRE,1946-47,29,20/04/1947,FIORENTINA,BRESCIA,3.0,1.0
19464729GENATA,1946-47,29,20/04/1947,GENOA,ATALANTA,2.0,2.0
19464729MILMOD,1946-47,29,20/04/1947,MILAN,MODENA,1.0,1.0
19464729NAPLAZ,1946-47,29,20/04/1947,NAPOLI,LAZIO,0.0,0.0
19464729ROMINT,1946-47,29,20/04/1947,ROMA,INTER,2.0,1.0
19464729TORVIC,1946-47,29,20/04/1947,TORINO,VICENZA,6.0,0.0
19464729TRIJUV,1946-47,29,20/04/1947,TRIESTINA,JUVENTUS,1.0,5.0
19464730ATAFIO,1946-47,30,04/05/1947,ATALANTA,FIORENTINA,1.0,1.0
19464730INTALE,1946-47,30,04/05/1947,INTER,ALESSANDRIA,4.0,2.0
19464730JUVBOL,1946-47,30,04/05/1947,JUVENTUS,BOLOGNA,2.0,0.0
19464730LAZGEN,1946-47,30,04/05/1947,LAZIO,GENOA,1.0,1.0
19464730LIVTOR,1946-47,30,04/05/1947,LIVORNO,TORINO,0.0,2.0
19464730MODROM,1946-47,30,04/05/1947,MODENA,ROMA,1.0,0.0
19464730NAPBAR,1946-47,30,04/05/1947,NAPOLI,BARI,5.0,1.0
19464730SAMVIC,1946-47,30,04/05/1947,SAMPDORIA,VICENZA,2.0,1.0
19464730TRIBRE,1946-47,30,04/05/1947,TRIESTINA,BRESCIA,0.0,1.0
19464730VENMIL,1946-47,30,04/05/1947,VENEZIA,MILAN,1.0,1.0
19464731ATAROM,1946-47,31,18/05/1947,ATALANTA,ROMA,0.0,0.0
19464731BOLBAR,1946-47,31,18/05/1947,BOLOGNA,BARI,2.0,1.0
19464731BREVEN,1946-47,31,18/05/1947,BRESCIA,VENEZIA,0.0,2.0
19464731GENMIL,1946-47,31,18/05/1947,GENOA,MILAN,0.0,2.0
19464731INTJUV,1946-47,31,18/05/1947,INTER,JUVENTUS,0.0,0.0
19464731LAZFIO,1946-47,31,18/05/1947,LAZIO,FIORENTINA,3.0,0.0
19464731LIVALE,1946-47,31,18/05/1947,LIVORNO,ALESSANDRIA,4.0,2.0
19464731SAMTRI,1946-47,31,25/04/1947,SAMPDORIA,TRIESTINA,4.0,1.0
19464731TORNAP,1946-47,31,18/05/1947,TORINO,NAPOLI,2.0,1.0
19464731VICMOD,1946-47,31,18/05/1947,VICENZA,MODENA,0.0,1.0
19464732ALEBRE,1946-47,32,25/05/1947,ALESSANDRIA,BRESCIA,2.0,2.0
19464732BARINT,1946-47,32,25/05/1947,BARI,INTER,1.0,2.0
19464732BOLNAP,1946-47,32,25/05/1947,BOLOGNA,NAPOLI,3.0,0.0
19464732FIOTOR,1946-47,32,25/05/1947,FIORENTINA,TORINO,0.0,4.0
19464732JUVMOD,1946-47,32,25/05/1947,JUVENTUS,MODENA,1.0,0.0
19464732MILLAZ,1946-47,32,25/05/1947,MILAN,LAZIO,0.0,0.0
19464732ROMGEN,1946-47,32,25/05/1947,ROMA,GENOA,0.0,1.0
19464732SAMVEN,1946-47,32,25/05/1947,SAMPDORIA,VENEZIA,3.0,1.0
19464732TRILIV,1946-47,32,25/05/1947,TRIESTINA,LIVORNO,0.0,3.0
19464732VICATA,1946-47,32,25/05/1947,VICENZA,ATALANTA,0.0,1.0
19464733BARTRI,1946-47,33,01/06/1947,BARI,TRIESTINA,2.0,0.0
19464733BREJUV,1946-47,33,01/06/1947,BRESCIA,JUVENTUS,1.0,1.0
19464733FIOROM,1946-47,33,01/06/1947,FIORENTINA,ROMA,3.0,3.0
19464733GENALE,1946-47,33,01/06/1947,GENOA,ALESSANDRIA,3.0,1.0
19464733LAZVIC,1946-47,33,01/06/1947,LAZIO,VICENZA,1.0,1.0
19464733MILBOL,1946-47,33,01/06/1947,MILAN,BOLOGNA,4.0,2.0
19464733MODSAM,1946-47,33,01/06/1947,MODENA,SAMPDORIA,1.0,0.0
19464733NAPINT,1946-47,33,01/06/1947,NAPOLI,INTER,1.0,0.0
19464733TORATA,1946-47,33,01/06/1947,TORINO,ATALANTA,5.0,3.0
19464733VENLIV,1946-47,33,01/06/1947,VENEZIA,LIVORNO,1.0,0.0
19464734ALEMIL,1946-47,34,08/06/1947,ALESSANDRIA,MILAN,4.0,1.0
19464734ATALAZ,1946-47,34,08/06/1947,ATALANTA,LAZIO,1.0,1.0
19464734BOLBRE,1946-47,34,08/06/1947,BOLOGNA,BRESCIA,0.0,2.0
19464734INTVEN,1946-47,34,08/06/1947,INTER,VENEZIA,3.0,1.0
19464734LIVMOD,1946-47,34,08/06/1947,LIVORNO,MODENA,0.0,1.0
19464734NAPFIO,1946-47,34,08/06/1947,NAPOLI,FIORENTINA,1.0,1.0
19464734ROMBAR,1946-47,34,08/06/1947,ROMA,BARI,2.0,0.0
19464734SAMJUV,1946-47,34,08/06/1947,SAMPDORIA,JUVENTUS,0.0,3.0
19464734TORGEN,1946-47,34,08/06/1947,TORINO,GENOA,6.0,0.0
19464734VICTRI,1946-47,34,08/06/1947,VICENZA,TRIESTINA,3.0,2.0
19464735BARTOR,1946-47,35,15/06/1947,BARI,TORINO,0.0,0.0
19464735BRESAM,1946-47,35,15/06/1947,BRESCIA,SAMPDORIA,2.0,1.0
19464735GENNAP,1946-47,35,15/06/1947,GENOA,NAPOLI,2.0,1.0
19464735JUVVIC,1946-47,35,15/06/1947,JUVENTUS,VICENZA,1.0,2.0
19464735LIVINT,1946-47,35,15/06/1947,LIVORNO,INTER,3.0,1.0
19464735MILFIO,1946-47,35,15/06/1947,MILAN,FIORENTINA,2.0,2.0
19464735MODATA,1946-47,35,15/06/1947,MODENA,ATALANTA,0.0,0.0
19464735ROMBOL,1946-47,35,15/06/1947,ROMA,BOLOGNA,1.0,1.0
19464735TRIALE,1946-47,35,15/06/1947,TRIESTINA,ALESSANDRIA,1.0,3.0
19464735VENLAZ,1946-47,35,15/06/1947,VENEZIA,LAZIO,1.0,2.0
19464736BARMIL,1946-47,36,22/06/1947,BARI,MILAN,0.0,3.0
19464736BOLATA,1946-47,36,22/06/1947,BOLOGNA,ATALANTA,2.0,0.0
19464736FIOGEN,1946-47,36,22/06/1947,FIORENTINA,GENOA,2.0,2.0
19464736INTMOD,1946-47,36,22/06/1947,INTER,MODENA,1.0,0.0
19464736LAZTRI,1946-47,36,22/06/1947,LAZIO,TRIESTINA,3.0,0.0
19464736NAPROM,1946-47,36,22/06/1947,NAPOLI,ROMA,0.0,3.0
19464736SAMLIV,1946-47,36,22/06/1947,SAMPDORIA,LIVORNO,2.0,1.0
19464736TORALE,1946-47,36,22/06/1947,TORINO,ALESSANDRIA,4.0,1.0
19464736VENJUV,1946-47,36,22/06/1947,VENEZIA,JUVENTUS,0.0,2.0
19464736VICBRE,1946-47,36,22/06/1947,VICENZA,BRESCIA,2.0,0.0
19464737ALELAZ,1946-47,37,29/06/1947,ALESSANDRIA,LAZIO,2.0,1.0
19464737ATAVEN,1946-47,37,29/06/1947,ATALANTA,VENEZIA,3.0,2.0
19464737FIOBAR,1946-47,37,29/06/1947,FIORENTINA,BARI,2.0,0.0
19464737GENTRI,1946-47,37,29/06/1947,GENOA,TRIESTINA,3.0,1.0
19464737INTBOL,1946-47,37,29/06/1947,INTER,BOLOGNA,1.0,1.0
19464737LIVJUV,1946-47,37,29/06/1947,LIVORNO,JUVENTUS,2.0,2.0
19464737MODBRE,1946-47,37,29/06/1947,MODENA,BRESCIA,1.0,1.0
19464737NAPSAM,1946-47,37,29/06/1947,NAPOLI,SAMPDORIA,1.0,0.0
19464737ROMVIC,1946-47,37,29/06/1947,ROMA,VICENZA,0.0,0.0
19464737TORMIL,1946-47,37,29/06/1947,TORINO,MILAN,6.0,2.0
19464738BARGEN,1946-47,38,06/07/1947,BARI,GENOA,2.0,0.0
19464738BOLFIO,1946-47,38,06/07/1947,BOLOGNA,FIORENTINA,1.0,1.0
19464738BREATA,1946-47,38,06/07/1947,BRESCIA,ATALANTA,4.0,1.0
19464738JUVLAZ,1946-47,38,06/07/1947,JUVENTUS,LAZIO,3.0,3.0
19464738MILNAP,1946-47,38,06/07/1947,MILAN,NAPOLI,4.0,2.0
19464738MODTOR,1946-47,38,06/07/1947,MODENA,TORINO,2.0,4.0
19464738ROMALE,1946-47,38,06/07/1947,ROMA,ALESSANDRIA,0.0,2.0
19464738SAMINT,1946-47,38,06/07/1947,SAMPDORIA,INTER,1.0,5.0
19464738TRIVEN,1946-47,38,06/07/1947,TRIESTINA,VENEZIA,2.0,0.0
19464738VICLIV,1946-47,38,06/07/1947,VICENZA,LIVORNO,5.0,2.0
19474801ALEJUV,1947-48,1,14/09/1947,ALESSANDRIA,JUVENTUS,1.0,3.0
19474801ATABAR,1947-48,1,14/09/1947,ATALANTA,BARI,3.0,1.0
19474801BOLPRO,1947-48,1,14/09/1947,BOLOGNA,PRO PATRIA,2.0,2.0
19474801FIOROM,1947-48,1,14/09/1947,FIORENTINA,ROMA,1.0,0.0
19474801INTMOD,1947-48,1,14/09/1947,INTER,MODENA,1.0,1.0
19474801LAZMIL,1947-48,1,14/09/1947,LAZIO,MILAN,1.0,2.0
19474801LIVVIC,1947-48,1,14/09/1947,LIVORNO,VICENZA,2.0,0.0
19474801LUCGEN,1947-48,1,14/09/1947,LUCCHESE,GENOA,0.0,3.0
19474801SAMTRI,1947-48,1,14/09/1947,SAMPDORIA,TRIESTINA,2.0,2.0
19474801TORNAP,1947-48,1,14/09/1947,TORINO,NAPOLI,4.0,0.0
19474802ALEVIC,1947-48,2,21/09/1947,ALESSANDRIA,VICENZA,4.0,0.0
19474802ATAINT,1947-48,2,21/09/1947,ATALANTA,INTER,1.0,1.0
19474802BARTOR,1947-48,2,21/09/1947,BARI,TORINO,1.0,0.0
19474802GENNAP,1947-48,2,21/09/1947,GENOA,NAPOLI,3.0,2.0
19474802JUVSAM,1947-48,2,21/09/1947,JUVENTUS,SAMPDORIA,4.0,1.0
19474802LUCBOL,1947-48,2,21/09/1947,LUCCHESE,BOLOGNA,1.0,0.0
19474802MILPRO,1947-48,2,21/09/1947,MILAN,PRO PATRIA,4.0,2.0
19474802MODFIO,1947-48,2,21/09/1947,MODENA,FIORENTINA,1.0,1.0
19474802ROMLIV,1947-48,2,21/09/1947,ROMA,LIVORNO,1.0,0.0
19474802SALLAZ,1947-48,2,21/09/1947,SALERNITANA,LAZIO,2.0,0.0
19474803BARROM,1947-48,3,28/09/1947,BARI,ROMA,2.0,1.0
19474803BOLATA,1947-48,3,28/09/1947,BOLOGNA,ATALANTA,3.0,1.0
19474803FIOMIL,1947-48,3,28/09/1947,FIORENTINA,MILAN,2.0,1.0
19474803GENJUV,1947-48,3,28/09/1947,GENOA,JUVENTUS,2.0,3.0
19474803INTALE,1947-48,3,28/09/1947,INTER,ALESSANDRIA,6.0,0.0
19474803LAZMOD,1947-48,3,28/09/1947,LAZIO,MODENA,1.0,0.0
19474803LIVTRI,1947-48,3,28/09/1947,LIVORNO,TRIESTINA,2.0,1.0
19474803PROSAM,1947-48,3,28/09/1947,PRO PATRIA,SAMPDORIA,1.0,0.0
19474803TORLUC,1947-48,3,28/09/1947,TORINO,LUCCHESE,6.0,0.0
19474803VICSAL,1947-48,3,28/09/1947,VICENZA,SALERNITANA,2.0,0.0
19474804ALEBOL,1947-48,4,05/10/1947,ALESSANDRIA,BOLOGNA,0.0,2.0
19474804JUVATA,1947-48,4,05/10/1947,JUVENTUS,ATALANTA,1.0,0.0
19474804MILGEN,1947-48,4,05/10/1947,MILAN,GENOA,2.0,0.0
19474804MODLIV,1947-48,4,05/10/1947,MODENA,LIVORNO,3.0,0.0
19474804NAPLAZ,1947-48,4,05/10/1947,NAPOLI,LAZIO,0.0,0.0
19474804PROFIO,1947-48,4,05/10/1947,PRO PATRIA,FIORENTINA,1.0,0.0
19474804ROMTOR,1947-48,4,05/10/1947,ROMA,TORINO,1.0,7.0
19474804SAMINT,1947-48,4,05/10/1947,SAMPDORIA,INTER,1.0,4.0
19474804TRISAL,1947-48,4,05/10/1947,TRIESTINA,SALERNITANA,0.0,0.0
19474804VICBAR,1947-48,4,05/10/1947,VICENZA,BARI,3.0,1.0
19474805ATAMOD,1947-48,5,12/10/1947,ATALANTA,MODENA,2.0,1.0
19474805BOLROM,1947-48,5,12/10/1947,BOLOGNA,ROMA,2.0,2.0
19474805FIONAP,1947-48,5,12/10/1947,FIORENTINA,NAPOLI,1.0,0.0
19474805GENALE,1947-48,5,12/10/1947,GENOA,ALESSANDRIA,3.0,0.0
19474805INTJUV,1947-48,5,12/10/1947,INTER,JUVENTUS,4.0,2.0
19474805LAZPRO,1947-48,5,12/10/1947,LAZIO,PRO PATRIA,1.0,0.0
19474805LIVMIL,1947-48,5,12/10/1947,LIVORNO,MILAN,1.0,1.0
19474805SALLUC,1947-48,5,12/10/1947,SALERNITANA,LUCCHESE,5.0,2.0
19474805TORVIC,1947-48,5,12/10/1947,TORINO,VICENZA,2.0,0.0
19474805TRIBAR,1947-48,5,12/10/1947,TRIESTINA,BARI,1.0,1.0
19474806ALELIV,1947-48,6,19/10/1947,ALESSANDRIA,LIVORNO,1.0,0.0
19474806BARSAL,1947-48,6,19/10/1947,BARI,SALERNITANA,0.0,0.0
19474806JUVTRI,1947-48,6,19/10/1947,JUVENTUS,TRIESTINA,0.0,1.0
19474806LAZINT,1947-48,6,19/10/1947,LAZIO,INTER,1.0,0.0
19474806LUCFIO,1947-48,6,19/10/1947,LUCCHESE,FIORENTINA,1.0,0.0
19474806MILBOL,1947-48,6,19/10/1947,MILAN,BOLOGNA,2.0,1.0
19474806MODGEN,1947-48,6,19/10/1947,MODENA,GENOA,3.0,2.0
19474806NAPVIC,1947-48,6,19/10/1947,NAPOLI,VICENZA,1.0,1.0
19474806PROTOR,1947-48,6,19/10/1947,PRO PATRIA,TORINO,0.0,2.0
19474806SAMATA,1947-48,6,19/10/1947,SAMPDORIA,ATALANTA,1.0,0.0
19474807BOLSAM,1947-48,7,26/10/1947,BOLOGNA,SAMPDORIA,1.0,0.0
19474807FIOSAL,1947-48,7,26/10/1947,FIORENTINA,SALERNITANA,1.0,0.0
19474807GENLAZ,1947-48,7,26/10/1947,GENOA,LAZIO,3.0,1.0
19474807INTLUC,1947-48,7,26/10/1947,INTER,LUCCHESE,6.0,0.0
19474807LIVPRO,1947-48,7,26/10/1947,LIVORNO,PRO PATRIA,2.0,2.0
19474807NAPALE,1947-48,7,26/10/1947,NAPOLI,ALESSANDRIA,1.0,2.0
19474807ROMATA,1947-48,7,26/10/1947,ROMA,ATALANTA,4.0,1.0
19474807TORJUV,1947-48,7,26/10/1947,TORINO,JUVENTUS,1.0,1.0
19474807TRIMIL,1947-48,7,26/10/1947,TRIESTINA,MILAN,2.0,0.0
19474807VICMOD,1947-48,7,26/10/1947,VICENZA,MODENA,0.0,0.0
19474808ATAALE,1947-48,8,02/11/1947,ATALANTA,ALESSANDRIA,0.0,0.0
19474808BARMOD,1947-48,8,02/11/1947,BARI,MODENA,1.0,1.0
19474808BOLTOR,1947-48,8,02/11/1947,BOLOGNA,TORINO,1.0,0.0
19474808FIOLIV,1947-48,8,02/11/1947,FIORENTINA,LIVORNO,1.0,1.0
19474808JUVLAZ,1947-48,8,02/11/1947,JUVENTUS,LAZIO,1.0,1.0
19474808LUCTRI,1947-48,8,02/11/1947,LUCCHESE,TRIESTINA,1.0,1.0
19474808MILINT,1947-48,8,02/11/1947,MILAN,INTER,3.0,2.0
19474808ROMPRO,1947-48,8,02/11/1947,ROMA,PRO PATRIA,1.0,1.0
19474808SALNAP,1947-48,8,02/11/1947,SALERNITANA,NAPOLI,3.0,3.0
19474808SAMVIC,1947-48,8,02/11/1947,SAMPDORIA,VICENZA,6.0,1.0
19474809ALELUC,1947-48,9,16/11/1947,ALESSANDRIA,LUCCHESE,4.0,2.0
19474809BARFIO,1947-48,9,16/11/1947,BARI,FIORENTINA,1.0,0.0
19474809GENSAM,1947-48,9,16/11/1947,GENOA,SAMPDORIA,2.0,1.0
19474809LAZROM,1947-48,9,16/11/1947,LAZIO,ROMA,0.0,1.0
19474809LIVINT,1947-48,9,16/11/1947,LIVORNO,INTER,3.0,2.0
19474809MILATA,1947-48,9,16/11/1947,MILAN,ATALANTA,1.0,0.0
19474809NAPJUV,1947-48,9,16/11/1947,NAPOLI,JUVENTUS,0.0,0.0
19474809PROTRI,1947-48,9,16/11/1947,PRO PATRIA,TRIESTINA,3.0,1.0
19474809TORSAL,1947-48,9,16/11/1947,TORINO,SALERNITANA,7.0,1.0
19474809VICBOL,1947-48,9,16/11/1947,VICENZA,BOLOGNA,2.0,1.0
19474810ATASAL,1947-48,10,23/11/1947,ATALANTA,SALERNITANA,0.0,0.0
19474810FIOBOL,1947-48,10,23/11/1947,FIORENTINA,BOLOGNA,1.0,1.0
19474810INTGEN,1947-48,10,23/11/1947,INTER,GENOA,1.0,0.0
19474810JUVLIV,1947-48,10,23/11/1947,JUVENTUS,LIVORNO,6.0,1.0
19474810LUCBAR,1947-48,10,23/11/1947,LUCCHESE,BARI,1.0,0.0
19474810MODALE,1947-48,10,23/11/1947,MODENA,ALESSANDRIA,1.0,0.0
19474810NAPPRO,1947-48,10,23/11/1947,NAPOLI,PRO PATRIA,1.0,0.0
19474810ROMMIL,1947-48,10,23/11/1947,ROMA,MILAN,1.0,4.0
19474810SAMTOR,1947-48,10,23/11/1947,SAMPDORIA,TORINO,0.0,1.0
19474810TRILAZ,1947-48,10,23/11/1947,TRIESTINA,LAZIO,2.0,1.0
19474811ALETOR,1947-48,11,30/11/1947,ALESSANDRIA,TORINO,2.0,2.0
19474811BOLLIV,1947-48,11,30/11/1947,BOLOGNA,LIVORNO,4.0,1.0
19474811INTBAR,1947-48,11,30/11/1947,INTER,BARI,4.0,1.0
19474811LAZATA,1947-48,11,30/11/1947,LAZIO,ATALANTA,1.0,1.0
19474811LUCMIL,1947-48,11,30/11/1947,LUCCHESE,MILAN,0.0,0.0
19474811PROGEN,1947-48,11,30/11/1947,PRO PATRIA,GENOA,3.0,2.0
19474811SALMOD,1947-48,11,30/11/1947,SALERNITANA,MODENA,1.0,0.0
19474811SAMNAP,1947-48,11,30/11/1947,SAMPDORIA,NAPOLI,2.0,1.0
19474811TRIFIO,1947-48,11,30/11/1947,TRIESTINA,FIORENTINA,1.0,0.0
19474811VICROM,1947-48,11,30/11/1947,VICENZA,ROMA,1.0,1.0
19474812ATALUC,1947-48,12,14/12/1947,ATALANTA,LUCCHESE,5.0,0.0
19474812BARALE,1947-48,12,07/12/1947,BARI,ALESSANDRIA,1.0,0.0
19474812BOLTRI,1947-48,12,07/12/1947,BOLOGNA,TRIESTINA,0.0,0.0
19474812GENVIC,1947-48,12,07/12/1947,GENOA,VICENZA,4.0,0.0
19474812LIVLAZ,1947-48,12,07/12/1947,LIVORNO,LAZIO,0.0,0.0
19474812MILJUV,1947-48,12,07/12/1947,MILAN,JUVENTUS,5.0,0.0
19474812NAPMOD,1947-48,12,07/12/1947,NAPOLI,MODENA,5.0,1.0
19474812PROSAL,1947-48,12,07/12/1947,PRO PATRIA,SALERNITANA,1.0,0.0
19474812ROMSAM,1947-48,12,07/12/1947,ROMA,SAMPDORIA,2.0,0.0
19474812TORINT,1947-48,12,07/12/1947,TORINO,INTER,5.0,0.0
19474813ATATOR,1947-48,13,21/12/1947,ATALANTA,TORINO,1.0,0.0
19474813FIOALE,1947-48,13,21/12/1947,FIORENTINA,ALESSANDRIA,2.0,1.0
19474813GENLIV,1947-48,13,21/12/1947,GENOA,LIVORNO,0.0,0.0
19474813INTPRO,1947-48,13,21/12/1947,INTER,PRO PATRIA,4.0,0.0
19474813JUVLUC,1947-48,13,21/12/1947,JUVENTUS,LUCCHESE,1.0,1.0
19474813LAZBAR,1947-48,13,21/12/1947,LAZIO,BARI,3.0,3.0
19474813MODBOL,1947-48,13,21/12/1947,MODENA,BOLOGNA,1.0,1.0
19474813NAPROM,1947-48,13,21/12/1947,NAPOLI,ROMA,1.0,2.0
19474813SALSAM,1947-48,13,21/12/1947,SALERNITANA,SAMPDORIA,2.0,1.0
19474813TRIVIC,1947-48,13,21/12/1947,TRIESTINA,VICENZA,1.0,0.0
19474814ALESAL,1947-48,14,28/12/1947,ALESSANDRIA,SALERNITANA,3.0,0.0
19474814BARGEN,1947-48,14,28/12/1947,BARI,GENOA,0.0,2.0
19474814BOLLAZ,1947-48,14,28/12/1947,BOLOGNA,LAZIO,0.0,0.0
19474814LIVNAP,1947-48,14,28/12/1947,LIVORNO,NAPOLI,1.0,0.0
19474814LUCPRO,1947-48,14,28/12/1947,LUCCHESE,PRO PATRIA,2.0,0.0
19474814MILMOD,1947-48,14,28/12/1947,MILAN,MODENA,2.0,1.0
19474814ROMJUV,1947-48,14,28/12/1947,ROMA,JUVENTUS,2.0,3.0
19474814SAMFIO,1947-48,14,28/12/1947,SAMPDORIA,FIORENTINA,0.0,0.0
19474814TORTRI,1947-48,14,28/12/1947,TORINO,TRIESTINA,6.0,0.0
19474814VICINT,1947-48,14,28/12/1947,VICENZA,INTER,1.0,4.0
19474815ALEROM,1947-48,15,01/01/1948,ALESSANDRIA,ROMA,4.0,0.0
19474815ATANAP,1947-48,15,01/01/1948,ATALANTA,NAPOLI,2.0,1.0
19474815BARPRO,1947-48,15,01/01/1948,BARI,PRO PATRIA,1.0,3.0
19474815INTBOL,1947-48,15,01/01/1948,INTER,BOLOGNA,2.0,1.0
19474815LAZLUC,1947-48,15,01/01/1948,LAZIO,LUCCHESE,1.0,0.0
19474815MODTRI,1947-48,15,01/01/1948,MODENA,TRIESTINA,0.0,0.0
19474815SALGEN,1947-48,15,09/11/1947,SALERNITANA,GENOA,4.0,1.0
19474815SAMMIL,1947-48,15,01/01/1948,SAMPDORIA,MILAN,0.0,0.0
19474815TORFIO,1947-48,15,01/01/1948,TORINO,FIORENTINA,5.0,0.0
19474815VICJUV,1947-48,15,01/01/1948,VICENZA,JUVENTUS,0.0,1.0
19474816ATAVIC,1947-48,16,04/01/1948,ATALANTA,VICENZA,2.0,0.0
19474816FIOINT,1947-48,16,04/01/1948,FIORENTINA,INTER,1.0,0.0
19474816GENROM,1947-48,16,04/01/1948,GENOA,ROMA,2.0,4.0
19474816JUVMOD,1947-48,16,04/01/1948,JUVENTUS,MODENA,0.0,1.0
19474816LAZTOR,1947-48,16,04/01/1948,LAZIO,TORINO,0.0,0.0
19474816LUCSAM,1947-48,16,04/01/1948,LUCCHESE,SAMPDORIA,2.0,1.0
19474816MILBAR,1947-48,16,04/01/1948,MILAN,BARI,8.0,1.0
19474816PROALE,1947-48,16,06/01/1948,PRO PATRIA,ALESSANDRIA,3.0,2.0
19474816SALLIV,1947-48,16,04/01/1948,SALERNITANA,LIVORNO,2.0,4.0
19474816TRINAP,1947-48,16,04/01/1948,TRIESTINA,NAPOLI,1.0,0.0
19474817ALETRI,1947-48,17,11/01/1948,ALESSANDRIA,TRIESTINA,1.0,1.0
19474817BARSAM,1947-48,17,11/01/1948,BARI,SAMPDORIA,0.0,2.0
19474817GENATA,1947-48,17,11/01/1948,GENOA,ATALANTA,1.0,1.0
19474817JUVFIO,1947-48,17,11/01/1948,JUVENTUS,FIORENTINA,3.0,0.0
19474817LIVTOR,1947-48,17,11/01/1948,LIVORNO,TORINO,1.0,3.0
19474817MILSAL,1947-48,17,11/01/1948,MILAN,SALERNITANA,2.0,0.0
19474817MODLUC,1947-48,17,11/01/1948,MODENA,LUCCHESE,3.0,0.0
19474817NAPBOL,1947-48,17,11/01/1948,NAPOLI,BOLOGNA,1.0,1.0
